"","rcid","short_name","issue"
"2477",3932,"di","Arms control and disarmament"
"2478",3933,"di","Arms control and disarmament"
"2479",3934,"di","Arms control and disarmament"
"2480",3935,"di","Arms control and disarmament"
"2481",3936,"di","Arms control and disarmament"
"2482",3937,"di","Arms control and disarmament"
"2483",3938,"di","Arms control and disarmament"
"2484",3939,"di","Arms control and disarmament"
"2485",3940,"di","Arms control and disarmament"
"2486",3941,"di","Arms control and disarmament"
"2487",3971,"di","Arms control and disarmament"
"2488",3976,"di","Arms control and disarmament"
"2489",3977,"di","Arms control and disarmament"
"2490",3979,"di","Arms control and disarmament"
"2491",3980,"di","Arms control and disarmament"
"2492",3981,"di","Arms control and disarmament"
"2493",3983,"di","Arms control and disarmament"
"2494",3984,"di","Arms control and disarmament"
"2495",3985,"di","Arms control and disarmament"
"2496",3986,"di","Arms control and disarmament"
"2497",3987,"di","Arms control and disarmament"
"2498",3988,"di","Arms control and disarmament"
"2499",3989,"di","Arms control and disarmament"
"2500",3990,"di","Arms control and disarmament"
"2501",3991,"di","Arms control and disarmament"
"2502",3992,"di","Arms control and disarmament"
"2503",3993,"di","Arms control and disarmament"
"2504",3994,"di","Arms control and disarmament"
"2505",3995,"di","Arms control and disarmament"
"2506",3996,"di","Arms control and disarmament"
"2507",3997,"di","Arms control and disarmament"
"2508",4045,"di","Arms control and disarmament"
"2509",4047,"di","Arms control and disarmament"
"2510",4048,"di","Arms control and disarmament"
"2511",4049,"di","Arms control and disarmament"
"2512",4050,"di","Arms control and disarmament"
"2513",4051,"di","Arms control and disarmament"
"2514",4052,"di","Arms control and disarmament"
"2515",4053,"di","Arms control and disarmament"
"2516",4054,"di","Arms control and disarmament"
"2517",4055,"di","Arms control and disarmament"
"2518",4056,"di","Arms control and disarmament"
"2519",4058,"di","Arms control and disarmament"
"2520",4059,"di","Arms control and disarmament"
"2521",4060,"di","Arms control and disarmament"
"2522",4061,"di","Arms control and disarmament"
"2523",4062,"di","Arms control and disarmament"
"2524",4063,"di","Arms control and disarmament"
"2525",4069,"di","Arms control and disarmament"
"2526",4113,"di","Arms control and disarmament"
"2527",4136,"di","Arms control and disarmament"
"2528",4137,"di","Arms control and disarmament"
"2529",4138,"di","Arms control and disarmament"
"2530",4139,"di","Arms control and disarmament"
"2531",4141,"di","Arms control and disarmament"
"2532",4142,"di","Arms control and disarmament"
"2533",4143,"di","Arms control and disarmament"
"2534",4145,"di","Arms control and disarmament"
"2535",4146,"di","Arms control and disarmament"
"2536",4148,"di","Arms control and disarmament"
"2537",4149,"di","Arms control and disarmament"
"2538",4150,"di","Arms control and disarmament"
"2539",4151,"di","Arms control and disarmament"
"2540",4152,"di","Arms control and disarmament"
"2541",4154,"di","Arms control and disarmament"
"2542",4155,"di","Arms control and disarmament"
"2543",4156,"di","Arms control and disarmament"
"2544",4172,"di","Arms control and disarmament"
"2545",4179,"di","Arms control and disarmament"
"2546",4180,"di","Arms control and disarmament"
"2547",4181,"di","Arms control and disarmament"
"2548",4183,"di","Arms control and disarmament"
"2549",4184,"di","Arms control and disarmament"
"2550",4185,"di","Arms control and disarmament"
"2551",4187,"di","Arms control and disarmament"
"2552",4190,"di","Arms control and disarmament"
"2553",4191,"di","Arms control and disarmament"
"2554",4192,"di","Arms control and disarmament"
"2555",4193,"di","Arms control and disarmament"
"2556",4194,"di","Arms control and disarmament"
"2557",4195,"di","Arms control and disarmament"
"2558",4196,"di","Arms control and disarmament"
"2559",4197,"di","Arms control and disarmament"
"2560",4242,"di","Arms control and disarmament"
"2561",4243,"di","Arms control and disarmament"
"2562",4244,"di","Arms control and disarmament"
"2563",4245,"di","Arms control and disarmament"
"2564",4248,"di","Arms control and disarmament"
"2565",4251,"di","Arms control and disarmament"
"2566",4253,"di","Arms control and disarmament"
"2567",4254,"di","Arms control and disarmament"
"2568",4255,"di","Arms control and disarmament"
"2569",4256,"di","Arms control and disarmament"
"2570",4257,"di","Arms control and disarmament"
"2571",4258,"di","Arms control and disarmament"
"2572",4259,"di","Arms control and disarmament"
"2573",4260,"di","Arms control and disarmament"
"2574",4263,"di","Arms control and disarmament"
"2575",4309,"di","Arms control and disarmament"
"2576",4310,"di","Arms control and disarmament"
"2577",4311,"di","Arms control and disarmament"
"2578",4313,"di","Arms control and disarmament"
"2579",4315,"di","Arms control and disarmament"
"2580",4317,"di","Arms control and disarmament"
"2581",4318,"di","Arms control and disarmament"
"2582",4319,"di","Arms control and disarmament"
"2583",4320,"di","Arms control and disarmament"
"2584",4321,"di","Arms control and disarmament"
"2585",4322,"di","Arms control and disarmament"
"2586",4323,"di","Arms control and disarmament"
"2587",4324,"di","Arms control and disarmament"
"2588",4325,"di","Arms control and disarmament"
"2589",4326,"di","Arms control and disarmament"
"2590",4376,"di","Arms control and disarmament"
"2591",4377,"di","Arms control and disarmament"
"2592",4378,"di","Arms control and disarmament"
"2593",4379,"di","Arms control and disarmament"
"2594",4382,"di","Arms control and disarmament"
"2595",4383,"di","Arms control and disarmament"
"2596",4384,"di","Arms control and disarmament"
"2597",4385,"di","Arms control and disarmament"
"2598",4386,"di","Arms control and disarmament"
"2599",4388,"di","Arms control and disarmament"
"2600",4389,"di","Arms control and disarmament"
"2601",4390,"di","Arms control and disarmament"
"2602",4391,"di","Arms control and disarmament"
"2603",4392,"di","Arms control and disarmament"
"2604",4394,"di","Arms control and disarmament"
"2605",4395,"di","Arms control and disarmament"
"2606",4396,"di","Arms control and disarmament"
"2607",4402,"di","Arms control and disarmament"
"2608",4494,"di","Arms control and disarmament"
"2609",4495,"di","Arms control and disarmament"
"2610",4497,"di","Arms control and disarmament"
"2611",4498,"di","Arms control and disarmament"
"2612",4503,"di","Arms control and disarmament"
"2613",4504,"di","Arms control and disarmament"
"2614",4505,"di","Arms control and disarmament"
"2615",4506,"di","Arms control and disarmament"
"2616",4507,"di","Arms control and disarmament"
"2617",4508,"di","Arms control and disarmament"
"2618",4509,"di","Arms control and disarmament"
"2619",4511,"di","Arms control and disarmament"
"2620",4520,"di","Arms control and disarmament"
"2621",4561,"di","Arms control and disarmament"
"2622",4562,"di","Arms control and disarmament"
"2623",4564,"di","Arms control and disarmament"
"2624",4565,"di","Arms control and disarmament"
"2625",4566,"di","Arms control and disarmament"
"2626",4567,"di","Arms control and disarmament"
"2627",4568,"di","Arms control and disarmament"
"2628",4569,"di","Arms control and disarmament"
"2629",4570,"di","Arms control and disarmament"
"2630",4571,"di","Arms control and disarmament"
"2631",4573,"di","Arms control and disarmament"
"2632",4575,"di","Arms control and disarmament"
"2633",4576,"di","Arms control and disarmament"
"2634",4577,"di","Arms control and disarmament"
"2635",4578,"di","Arms control and disarmament"
"2636",4579,"di","Arms control and disarmament"
"2637",4580,"di","Arms control and disarmament"
"2638",4619,"di","Arms control and disarmament"
"2639",4621,"di","Arms control and disarmament"
"2640",4622,"di","Arms control and disarmament"
"2641",4623,"di","Arms control and disarmament"
"2642",4624,"di","Arms control and disarmament"
"2643",4625,"di","Arms control and disarmament"
"2644",4626,"di","Arms control and disarmament"
"2645",4627,"di","Arms control and disarmament"
"2646",4628,"di","Arms control and disarmament"
"2647",4629,"di","Arms control and disarmament"
"2648",4630,"di","Arms control and disarmament"
"2649",4632,"di","Arms control and disarmament"
"2650",4633,"di","Arms control and disarmament"
"2651",4634,"di","Arms control and disarmament"
"2652",4635,"di","Arms control and disarmament"
"2653",4636,"di","Arms control and disarmament"
"2654",4637,"di","Arms control and disarmament"
"2655",4638,"di","Arms control and disarmament"
"2656",4639,"di","Arms control and disarmament"
"2657",4640,"di","Arms control and disarmament"
"2658",4676,"di","Arms control and disarmament"
"2659",4677,"di","Arms control and disarmament"
"2660",4678,"di","Arms control and disarmament"
"2661",4679,"di","Arms control and disarmament"
"2662",4682,"di","Arms control and disarmament"
"2663",4683,"di","Arms control and disarmament"
"2664",4684,"di","Arms control and disarmament"
"2665",4686,"di","Arms control and disarmament"
"2666",4687,"di","Arms control and disarmament"
"2667",4688,"di","Arms control and disarmament"
"2668",4689,"di","Arms control and disarmament"
"2669",4690,"di","Arms control and disarmament"
"2670",4691,"di","Arms control and disarmament"
"2671",4692,"di","Arms control and disarmament"
"2672",4693,"di","Arms control and disarmament"
"2673",4694,"di","Arms control and disarmament"
"2674",4695,"di","Arms control and disarmament"
"2675",4696,"di","Arms control and disarmament"
"2676",4697,"di","Arms control and disarmament"
"2677",4698,"di","Arms control and disarmament"
"2678",4699,"di","Arms control and disarmament"
"2679",4702,"di","Arms control and disarmament"
"2680",4755,"di","Arms control and disarmament"
"2681",4757,"di","Arms control and disarmament"
"2682",4758,"di","Arms control and disarmament"
"2683",4759,"di","Arms control and disarmament"
"2684",4760,"di","Arms control and disarmament"
"2685",4761,"di","Arms control and disarmament"
"2686",4762,"di","Arms control and disarmament"
"2687",4763,"di","Arms control and disarmament"
"2688",4765,"di","Arms control and disarmament"
"2689",4766,"di","Arms control and disarmament"
"2690",4769,"di","Arms control and disarmament"
"2691",4771,"di","Arms control and disarmament"
"2692",4772,"di","Arms control and disarmament"
"2693",4773,"di","Arms control and disarmament"
"2694",4774,"di","Arms control and disarmament"
"2695",4775,"di","Arms control and disarmament"
"2696",4777,"di","Arms control and disarmament"
"2697",4826,"di","Arms control and disarmament"
"2698",4841,"di","Arms control and disarmament"
"2699",4842,"di","Arms control and disarmament"
"2700",4843,"di","Arms control and disarmament"
"2701",4844,"di","Arms control and disarmament"
"2702",4848,"di","Arms control and disarmament"
"2703",4849,"di","Arms control and disarmament"
"2704",4850,"di","Arms control and disarmament"
"2705",4852,"di","Arms control and disarmament"
"2706",4853,"di","Arms control and disarmament"
"2707",4854,"di","Arms control and disarmament"
"2708",4856,"di","Arms control and disarmament"
"2709",4857,"di","Arms control and disarmament"
"2710",4859,"di","Arms control and disarmament"
"2711",4860,"di","Arms control and disarmament"
"2712",4861,"di","Arms control and disarmament"
"2713",4862,"di","Arms control and disarmament"
"2714",4863,"di","Arms control and disarmament"
"2715",4865,"di","Arms control and disarmament"
"2716",4866,"di","Arms control and disarmament"
"2717",4901,"di","Arms control and disarmament"
"2718",4988,"di","Arms control and disarmament"
"2719",4989,"di","Arms control and disarmament"
"2720",4990,"di","Arms control and disarmament"
"2721",4991,"di","Arms control and disarmament"
"2722",4993,"di","Arms control and disarmament"
"2723",4995,"di","Arms control and disarmament"
"2724",4996,"di","Arms control and disarmament"
"2725",4997,"di","Arms control and disarmament"
"2726",4998,"di","Arms control and disarmament"
"2727",4999,"di","Arms control and disarmament"
"2728",5000,"di","Arms control and disarmament"
"2729",5001,"di","Arms control and disarmament"
"2730",5002,"di","Arms control and disarmament"
"2731",5003,"di","Arms control and disarmament"
"2732",5004,"di","Arms control and disarmament"
"2733",5005,"di","Arms control and disarmament"
"2734",5007,"di","Arms control and disarmament"
"2735",5057,"di","Arms control and disarmament"
"2736",5058,"di","Arms control and disarmament"
"2737",5059,"di","Arms control and disarmament"
"2738",5060,"di","Arms control and disarmament"
"2739",5063,"di","Arms control and disarmament"
"2740",5065,"di","Arms control and disarmament"
"2741",5066,"di","Arms control and disarmament"
"2742",5068,"di","Arms control and disarmament"
"2743",5069,"di","Arms control and disarmament"
"2744",5071,"di","Arms control and disarmament"
"2745",5073,"di","Arms control and disarmament"
"2746",5075,"di","Arms control and disarmament"
"2747",5076,"di","Arms control and disarmament"
"2748",5077,"di","Arms control and disarmament"
"2749",5078,"di","Arms control and disarmament"
"2750",5079,"di","Arms control and disarmament"
"2751",5142,"di","Arms control and disarmament"
"2752",5147,"di","Arms control and disarmament"
"2753",5148,"di","Arms control and disarmament"
"2754",5149,"di","Arms control and disarmament"
"2755",5150,"di","Arms control and disarmament"
"2756",5151,"di","Arms control and disarmament"
"2757",5152,"di","Arms control and disarmament"
"2758",5153,"di","Arms control and disarmament"
"2759",5154,"di","Arms control and disarmament"
"2760",5155,"di","Arms control and disarmament"
"2761",5156,"di","Arms control and disarmament"
"2762",5157,"di","Arms control and disarmament"
"2763",5158,"di","Arms control and disarmament"
"2764",5159,"di","Arms control and disarmament"
"2765",5160,"di","Arms control and disarmament"
"2766",5161,"di","Arms control and disarmament"
"2767",5162,"di","Arms control and disarmament"
"2768",5164,"di","Arms control and disarmament"
"2769",5189,"di","Arms control and disarmament"
"2770",5190,"di","Arms control and disarmament"
"2771",5192,"di","Arms control and disarmament"
"2772",5193,"di","Arms control and disarmament"
"2773",5194,"di","Arms control and disarmament"
"2774",5197,"di","Arms control and disarmament"
"2775",5198,"di","Arms control and disarmament"
"2776",5199,"di","Arms control and disarmament"
"2777",5201,"di","Arms control and disarmament"
"2778",5202,"di","Arms control and disarmament"
"2779",5203,"di","Arms control and disarmament"
"2780",5205,"di","Arms control and disarmament"
"2781",5206,"di","Arms control and disarmament"
"2782",5207,"di","Arms control and disarmament"
"2783",5208,"di","Arms control and disarmament"
"2784",5209,"di","Arms control and disarmament"
"2785",5210,"di","Arms control and disarmament"
"2786",5247,"di","Arms control and disarmament"
"2787",5257,"di","Arms control and disarmament"
"2788",5258,"di","Arms control and disarmament"
"2789",5259,"di","Arms control and disarmament"
"2790",5260,"di","Arms control and disarmament"
"2791",5261,"di","Arms control and disarmament"
"2792",5262,"di","Arms control and disarmament"
"2793",5263,"di","Arms control and disarmament"
"2794",5264,"di","Arms control and disarmament"
"2795",5265,"di","Arms control and disarmament"
"2796",5266,"di","Arms control and disarmament"
"2797",5267,"di","Arms control and disarmament"
"2798",5268,"di","Arms control and disarmament"
"2799",5269,"di","Arms control and disarmament"
"2800",5270,"di","Arms control and disarmament"
"2801",5271,"di","Arms control and disarmament"
"2802",5272,"di","Arms control and disarmament"
"2803",5273,"di","Arms control and disarmament"
"2804",5275,"di","Arms control and disarmament"
"2805",5314,"di","Arms control and disarmament"
"2806",5321,"di","Arms control and disarmament"
"2807",5322,"di","Arms control and disarmament"
"2808",5323,"di","Arms control and disarmament"
"2809",5324,"di","Arms control and disarmament"
"2810",5325,"di","Arms control and disarmament"
"2811",5327,"di","Arms control and disarmament"
"2812",5329,"di","Arms control and disarmament"
"2813",5330,"di","Arms control and disarmament"
"2814",5331,"di","Arms control and disarmament"
"2815",5332,"di","Arms control and disarmament"
"2816",5333,"di","Arms control and disarmament"
"2817",5334,"di","Arms control and disarmament"
"2818",5335,"di","Arms control and disarmament"
"2819",5336,"di","Arms control and disarmament"
"2820",5338,"di","Arms control and disarmament"
"2821",5340,"di","Arms control and disarmament"
"2822",5341,"di","Arms control and disarmament"
"2823",5342,"di","Arms control and disarmament"
"2824",5345,"di","Arms control and disarmament"
"2825",5346,"di","Arms control and disarmament"
"2826",5347,"di","Arms control and disarmament"
"2827",5403,"di","Arms control and disarmament"
"2828",5404,"di","Arms control and disarmament"
"2829",5405,"di","Arms control and disarmament"
"2830",5406,"di","Arms control and disarmament"
"2831",5407,"di","Arms control and disarmament"
"2832",5408,"di","Arms control and disarmament"
"2833",5409,"di","Arms control and disarmament"
"2834",5411,"di","Arms control and disarmament"
"2835",5412,"di","Arms control and disarmament"
"2836",5413,"di","Arms control and disarmament"
"2837",5414,"di","Arms control and disarmament"
"2838",5415,"di","Arms control and disarmament"
"2839",5417,"di","Arms control and disarmament"
"2840",5418,"di","Arms control and disarmament"
"2841",5420,"di","Arms control and disarmament"
"2842",5421,"di","Arms control and disarmament"
"2843",5423,"di","Arms control and disarmament"
"2844",5424,"di","Arms control and disarmament"
"2845",5426,"di","Arms control and disarmament"
"2846",5427,"di","Arms control and disarmament"
"2847",5428,"di","Arms control and disarmament"
"2848",5496,"di","Arms control and disarmament"
"2849",5498,"di","Arms control and disarmament"
"2850",5499,"di","Arms control and disarmament"
"2851",5501,"di","Arms control and disarmament"
"2852",5502,"di","Arms control and disarmament"
"2853",5503,"di","Arms control and disarmament"
"2854",5504,"di","Arms control and disarmament"
"2855",5505,"di","Arms control and disarmament"
"2856",5507,"di","Arms control and disarmament"
"2857",5508,"di","Arms control and disarmament"
"2858",5509,"di","Arms control and disarmament"
"2859",5511,"di","Arms control and disarmament"
"2860",5512,"di","Arms control and disarmament"
"2861",5513,"di","Arms control and disarmament"
"2862",5514,"di","Arms control and disarmament"
"2863",5516,"di","Arms control and disarmament"
"2864",5517,"di","Arms control and disarmament"
"2865",5519,"di","Arms control and disarmament"
"2866",5521,"di","Arms control and disarmament"
"2867",5522,"di","Arms control and disarmament"
"2868",5523,"di","Arms control and disarmament"
"2869",5524,"di","Arms control and disarmament"
"2870",5525,"di","Arms control and disarmament"
"2871",5527,"di","Arms control and disarmament"
"2872",5528,"di","Arms control and disarmament"
"2873",5529,"di","Arms control and disarmament"
"2874",5594,"di","Arms control and disarmament"
"2875",5590,"di","Arms control and disarmament"
"2876",5592,"di","Arms control and disarmament"
"2877",5595,"di","Arms control and disarmament"
"2878",5596,"di","Arms control and disarmament"
"2879",5597,"di","Arms control and disarmament"
"2880",5598,"di","Arms control and disarmament"
"2881",5599,"di","Arms control and disarmament"
"2882",5601,"di","Arms control and disarmament"
"2883",5602,"di","Arms control and disarmament"
"2884",5603,"di","Arms control and disarmament"
"2885",5605,"di","Arms control and disarmament"
"2886",5607,"di","Arms control and disarmament"
"2887",5608,"di","Arms control and disarmament"
"2888",5609,"di","Arms control and disarmament"
"2889",5611,"di","Arms control and disarmament"
"2890",5612,"di","Arms control and disarmament"
"2891",5614,"di","Arms control and disarmament"
"2892",5615,"di","Arms control and disarmament"
"2893",5616,"di","Arms control and disarmament"
"2894",5617,"di","Arms control and disarmament"
"2895",5618,"di","Arms control and disarmament"
"2896",5619,"di","Arms control and disarmament"
"2897",5640,"di","Arms control and disarmament"
"2898",5651,"di","Arms control and disarmament"
"2899",5654,"di","Arms control and disarmament"
"2900",5667,"di","Arms control and disarmament"
"2901",5682,"di","Arms control and disarmament"
"2902",5683,"di","Arms control and disarmament"
"2903",5695,"di","Arms control and disarmament"
"2904",5700,"di","Arms control and disarmament"
"2905",5702,"di","Arms control and disarmament"
"2906",5703,"di","Arms control and disarmament"
"2907",5704,"di","Arms control and disarmament"
"2908",5723,"di","Arms control and disarmament"
"2909",5724,"di","Arms control and disarmament"
"2910",5729,"di","Arms control and disarmament"
"2911",5741,"di","Arms control and disarmament"
"2912",5742,"di","Arms control and disarmament"
"2913",5745,"di","Arms control and disarmament"
"2914",5760,"di","Arms control and disarmament"
"2915",5761,"di","Arms control and disarmament"
"2916",5762,"di","Arms control and disarmament"
"2917",5784,"di","Arms control and disarmament"
"2918",5786,"di","Arms control and disarmament"
"2919",5794,"di","Arms control and disarmament"
"2920",5795,"di","Arms control and disarmament"
"2921",5797,"di","Arms control and disarmament"
"2922",5809,"di","Arms control and disarmament"
"2923",5811,"di","Arms control and disarmament"
"2924",5824,"di","Arms control and disarmament"
"2925",5825,"di","Arms control and disarmament"
"2926",5833,"di","Arms control and disarmament"
"2927",5835,"di","Arms control and disarmament"
"2928",5842,"di","Arms control and disarmament"
"2929",5849,"di","Arms control and disarmament"
"2930",5851,"di","Arms control and disarmament"
"2931",5860,"di","Arms control and disarmament"
"2932",5867,"di","Arms control and disarmament"
"2933",5869,"di","Arms control and disarmament"
"2934",5871,"di","Arms control and disarmament"
"2935",5874,"di","Arms control and disarmament"
"2936",5875,"di","Arms control and disarmament"
"2937",5879,"di","Arms control and disarmament"
"2938",5881,"di","Arms control and disarmament"
"2939",5891,"di","Arms control and disarmament"
"2940",5893,"di","Arms control and disarmament"
"2941",5894,"di","Arms control and disarmament"
"2942",5903,"di","Arms control and disarmament"
"2943",5905,"di","Arms control and disarmament"
"2944",5910,"di","Arms control and disarmament"
"2945",5912,"di","Arms control and disarmament"
"2946",5924,"di","Arms control and disarmament"
"2947",5925,"di","Arms control and disarmament"
"2948",5926,"di","Arms control and disarmament"
"2949",5931,"di","Arms control and disarmament"
"2950",5935,"di","Arms control and disarmament"
"2951",5941,"di","Arms control and disarmament"
"2952",5950,"di","Arms control and disarmament"
"2953",5953,"di","Arms control and disarmament"
"2954",5955,"di","Arms control and disarmament"
"2955",5957,"di","Arms control and disarmament"
"2956",5960,"di","Arms control and disarmament"
"2957",5964,"di","Arms control and disarmament"
"2958",5975,"di","Arms control and disarmament"
"2959",5980,"di","Arms control and disarmament"
"2960",5981,"di","Arms control and disarmament"
"2961",5988,"di","Arms control and disarmament"
"2962",5997,"di","Arms control and disarmament"
"2963",5999,"di","Arms control and disarmament"
"2964",6017,"di","Arms control and disarmament"
"2965",6018,"di","Arms control and disarmament"
"2966",6021,"di","Arms control and disarmament"
"2967",6025,"di","Arms control and disarmament"
"2968",6030,"di","Arms control and disarmament"
"2969",6034,"di","Arms control and disarmament"
"2970",6036,"di","Arms control and disarmament"
"2971",6040,"di","Arms control and disarmament"
"2972",6043,"di","Arms control and disarmament"
"2973",6044,"di","Arms control and disarmament"
"2974",6055,"di","Arms control and disarmament"
"2975",6056,"di","Arms control and disarmament"
"2976",6068,"di","Arms control and disarmament"
"2977",6069,"di","Arms control and disarmament"
"2978",6070,"di","Arms control and disarmament"
"2979",6074,"di","Arms control and disarmament"
"2980",6075,"di","Arms control and disarmament"
"2981",6076,"di","Arms control and disarmament"
"2982",6080,"di","Arms control and disarmament"
"2983",6081,"di","Arms control and disarmament"
"2984",6083,"di","Arms control and disarmament"
"2985",6084,"di","Arms control and disarmament"
"2986",6085,"di","Arms control and disarmament"
"2987",6086,"di","Arms control and disarmament"
"2988",6088,"di","Arms control and disarmament"
"2989",6089,"di","Arms control and disarmament"
"2990",6092,"di","Arms control and disarmament"
"2991",6094,"di","Arms control and disarmament"
"2992",6153,"di","Arms control and disarmament"
"2993",9070,"di","Arms control and disarmament"
"2994",9081,"di","Arms control and disarmament"
"2995",9082,"di","Arms control and disarmament"
"2996",9118,"di","Arms control and disarmament"
"2997",9113,"di","Arms control and disarmament"
"2998",9115,"di","Arms control and disarmament"
"2999",9127,"di","Arms control and disarmament"
"3000",9128,"di","Arms control and disarmament"
"3001",9135,"di","Arms control and disarmament"
"3002",9142,"di","Arms control and disarmament"
"3003",9136,"di","Arms control and disarmament"
"3004",9145,"di","Arms control and disarmament"
"3005",9069,"di","Arms control and disarmament"
"3006",9074,"di","Arms control and disarmament"
"3007",9095,"di","Arms control and disarmament"
"3008",9092,"di","Arms control and disarmament"
"3009",6,"hr","Human rights"
"3010",41,"hr","Human rights"
"3011",79,"hr","Human rights"
"3012",123,"hr","Human rights"
"3013",124,"hr","Human rights"
"3014",125,"hr","Human rights"
"3015",126,"hr","Human rights"
"3016",127,"hr","Human rights"
"3017",143,"hr","Human rights"
"3018",145,"hr","Human rights"
"3019",146,"hr","Human rights"
"3020",147,"hr","Human rights"
"3021",175,"hr","Human rights"
"3022",176,"hr","Human rights"
"3023",276,"hr","Human rights"
"3024",279,"hr","Human rights"
"3025",314,"hr","Human rights"
"3026",315,"hr","Human rights"
"3027",317,"hr","Human rights"
"3028",339,"hr","Human rights"
"3029",340,"hr","Human rights"
"3030",347,"hr","Human rights"
"3031",362,"hr","Human rights"
"3032",363,"hr","Human rights"
"3033",367,"hr","Human rights"
"3034",368,"hr","Human rights"
"3035",369,"hr","Human rights"
"3036",373,"hr","Human rights"
"3037",374,"hr","Human rights"
"3038",376,"hr","Human rights"
"3039",404,"hr","Human rights"
"3040",424,"hr","Human rights"
"3041",431,"hr","Human rights"
"3042",436,"hr","Human rights"
"3043",471,"hr","Human rights"
"3044",472,"hr","Human rights"
"3045",473,"hr","Human rights"
"3046",474,"hr","Human rights"
"3047",9027,"hr","Human rights"
"3048",9028,"hr","Human rights"
"3049",549,"hr","Human rights"
"3050",551,"hr","Human rights"
"3051",584,"hr","Human rights"
"3052",611,"hr","Human rights"
"3053",613,"hr","Human rights"
"3054",709,"hr","Human rights"
"3055",758,"hr","Human rights"
"3056",771,"hr","Human rights"
"3057",774,"hr","Human rights"
"3058",792,"hr","Human rights"
"3059",827,"hr","Human rights"
"3060",830,"hr","Human rights"
"3061",899,"hr","Human rights"
"3062",909,"hr","Human rights"
"3063",922,"hr","Human rights"
"3064",932,"hr","Human rights"
"3065",943,"hr","Human rights"
"3066",944,"hr","Human rights"
"3067",945,"hr","Human rights"
"3068",946,"hr","Human rights"
"3069",947,"hr","Human rights"
"3070",948,"hr","Human rights"
"3071",968,"hr","Human rights"
"3072",1002,"hr","Human rights"
"3073",1003,"hr","Human rights"
"3074",1004,"hr","Human rights"
"3075",1005,"hr","Human rights"
"3076",1007,"hr","Human rights"
"3077",1039,"hr","Human rights"
"3078",1083,"hr","Human rights"
"3079",1086,"hr","Human rights"
"3080",1094,"hr","Human rights"
"3081",1097,"hr","Human rights"
"3082",1098,"hr","Human rights"
"3083",1116,"hr","Human rights"
"3084",1121,"hr","Human rights"
"3085",1133,"hr","Human rights"
"3086",1138,"hr","Human rights"
"3087",1139,"hr","Human rights"
"3088",1140,"hr","Human rights"
"3089",1141,"hr","Human rights"
"3090",1142,"hr","Human rights"
"3091",1156,"hr","Human rights"
"3092",1157,"hr","Human rights"
"3093",1159,"hr","Human rights"
"3094",1162,"hr","Human rights"
"3095",1170,"hr","Human rights"
"3096",1171,"hr","Human rights"
"3097",1201,"hr","Human rights"
"3098",1208,"hr","Human rights"
"3099",1211,"hr","Human rights"
"3100",1226,"hr","Human rights"
"3101",1267,"hr","Human rights"
"3102",1274,"hr","Human rights"
"3103",1275,"hr","Human rights"
"3104",1276,"hr","Human rights"
"3105",1284,"hr","Human rights"
"3106",1320,"hr","Human rights"
"3107",1323,"hr","Human rights"
"3108",1331,"hr","Human rights"
"3109",1333,"hr","Human rights"
"3110",1349,"hr","Human rights"
"3111",1354,"hr","Human rights"
"3112",1355,"hr","Human rights"
"3113",1356,"hr","Human rights"
"3114",1357,"hr","Human rights"
"3115",1370,"hr","Human rights"
"3116",1371,"hr","Human rights"
"3117",1376,"hr","Human rights"
"3118",1377,"hr","Human rights"
"3119",1378,"hr","Human rights"
"3120",1388,"hr","Human rights"
"3121",1389,"hr","Human rights"
"3122",1398,"hr","Human rights"
"3123",1424,"hr","Human rights"
"3124",1430,"hr","Human rights"
"3125",1431,"hr","Human rights"
"3126",1432,"hr","Human rights"
"3127",1433,"hr","Human rights"
"3128",1439,"hr","Human rights"
"3129",1441,"hr","Human rights"
"3130",1449,"hr","Human rights"
"3131",1454,"hr","Human rights"
"3132",1455,"hr","Human rights"
"3133",1457,"hr","Human rights"
"3134",1462,"hr","Human rights"
"3135",1463,"hr","Human rights"
"3136",1464,"hr","Human rights"
"3137",1468,"hr","Human rights"
"3138",1469,"hr","Human rights"
"3139",1472,"hr","Human rights"
"3140",1473,"hr","Human rights"
"3141",1474,"hr","Human rights"
"3142",1475,"hr","Human rights"
"3143",1477,"hr","Human rights"
"3144",1484,"hr","Human rights"
"3145",1492,"hr","Human rights"
"3146",1494,"hr","Human rights"
"3147",1533,"hr","Human rights"
"3148",1536,"hr","Human rights"
"3149",1537,"hr","Human rights"
"3150",1538,"hr","Human rights"
"3151",1539,"hr","Human rights"
"3152",1541,"hr","Human rights"
"3153",1544,"hr","Human rights"
"3154",1547,"hr","Human rights"
"3155",1549,"hr","Human rights"
"3156",1550,"hr","Human rights"
"3157",1551,"hr","Human rights"
"3158",1555,"hr","Human rights"
"3159",1558,"hr","Human rights"
"3160",1559,"hr","Human rights"
"3161",1560,"hr","Human rights"
"3162",1563,"hr","Human rights"
"3163",1564,"hr","Human rights"
"3164",1567,"hr","Human rights"
"3165",1572,"hr","Human rights"
"3166",1578,"hr","Human rights"
"3167",1582,"hr","Human rights"
"3168",1583,"hr","Human rights"
"3169",1609,"hr","Human rights"
"3170",1613,"hr","Human rights"
"3171",1614,"hr","Human rights"
"3172",1615,"hr","Human rights"
"3173",1616,"hr","Human rights"
"3174",1620,"hr","Human rights"
"3175",1621,"hr","Human rights"
"3176",1622,"hr","Human rights"
"3177",1624,"hr","Human rights"
